index,u_p0,u_p1,u_p2,u_p3,u_p4,u_p5,v_p0,v_p1,v_p2,v_p3,v_p4,v_p5,w_p0,w_p1,w_p2,w_p3,w_p4,w_p5
k,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,11.46155145934584,12.540313518381407,11.987563376590366,11.283181900039384,10.646306449705213,11.392212335606468,0.7973463150324095,0.4820027672282737,-1.1748448572812151,-0.2662757989533594,-0.15388597276673466,-0.7574053720589841,-0.6730224919889343,0.5787893855607698,-0.4453846722067032,-1.5125501189813115,1.5896792046635977,-0.1897731869076976
3.5,12.156620346218471,13.452873373143616,13.16375073396889,11.05419252130926,10.521977631524418,11.464341065531704,0.11190687847769244,0.1738691005772175,-0.941859423084134,0.1481678669021551,0.02704020207304703,-0.06828332984762342,-1.0867024176122877,-0.2263320116164925,0.3227528951488089,-2.3442430631011746,1.847579298741833,-1.2300829073359456
4.0,10.198733110807714,13.040269533396131,13.949334995714192,10.215366215293095,10.486677900925242,11.247913155378278,-0.7805606171354473,0.01647748228302504,-1.335555561206883,0.26515859654465235,-0.12715901858713252,0.2638333790538732,-0.23856505312565185,1.4779672023529693,1.0762835731979683,-1.1650479548860144,2.7673279994337703,-0.4507436647064317
4.5,10.349619472667852,12.762831228913132,14.66182250267525,10.247534509065288,11.513343937466967,11.223204312081988,0.5620937189802371,0.3358320461523032,0.03027620197964465,-0.8622240542116163,0.6203858107701469,0.4810325597964938,-0.1101217266689725,1.6881765029924911,0.9699375591686952,-1.1450209037652352,2.080926594788432,-0.3495918210663451
5.0,10.463052254828566,12.12176684812609,13.178712377660935,10.66426434789665,11.438483584850301,10.859328011978887,2.6753830604945823,-1.3338262519916555,-0.2467296509520476,-0.5976773886488771,0.27235407824156,0.9578289856198372,-0.542821682145609,1.2438722434972669,0.1987510453663973,-0.5156566389585251,0.6056363718202751,-0.7340788143306018
5.5,9.996563349262827,12.588530762755587,12.494053284303446,11.002628015588458,12.216376249171233,11.134589660237603,2.076684133156556,-1.1749759147579515,-0.6102435369836563,-0.1080090380506098,-0.3483326917200957,1.283679090503873,0.7796914701863371,0.051952080762375896,0.4754772765974351,-0.14898531669093226,-0.4713838967715954,-0.21095294093971206
6.0,8.67203059108995,11.168684195006108,13.31143637886627,10.639727385162864,12.52132153919013,11.126935429948668,-0.6499955471642784,-0.10937841127047432,-0.7412873628815508,-0.20974876824602065,0.002551170091297017,1.675363071838769,0.04186311403842585,1.0158567111208543,-1.0583924125227826,-1.0815872982385064,-1.1631056359825969,-0.12949949164927532
6.5,8.58243288043112,11.769751351036772,13.261739975347144,10.511641235618704,13.06545356511499,10.205811360943347,-0.7420667777678579,-0.15548139020693408,-0.6569472253931983,-0.7153633793720721,1.2001036004508168,1.2564875491063143,0.35539994821788845,0.6312961907085106,-1.4550910469648073,-0.4326185287196157,-0.9849934150799076,-0.5885357023403374
7.0,8.902963995561034,10.208639403571887,14.227585974372902,12.815646893478313,11.494515529439663,10.901145178536826,-0.555380478771073,0.2520288098038427,0.314522302969266,0.1004244134581429,1.4986097911284149,1.6289487613045863,-0.5519860742380943,0.2951101528059361,-0.02595982397047125,0.2506141983335296,-0.9508938209239322,0.2984336536481353
7.5,8.412959511396135,8.424937469943343,14.112104652937074,12.809606030985195,11.45953246048424,11.011369964448473,-0.4163490255674081,-0.9127626442574848,-0.1264982939246111,0.6223118712215155,1.9868947178267176,0.2427992466860032,1.1303463525956647,0.4063589881178532,0.8377705095163387,0.29044890233344833,-0.7172701566052471,-0.13535536571645826
8.0,7.69539916118798,9.128325693755556,13.519798247056904,12.47246263034708,11.631374162083961,11.480177891942553,-0.9318773691018001,-1.5681468347814076,-0.2544170144830035,0.4797241030593481,2.1518349242591603,0.110229950799676,0.43164060563489054,0.12034942040784855,0.19827490484009969,0.02482751475801082,-1.7518939376746447,-0.40406508309008143
8.5,6.3775605070950006,8.98798358344436,13.083513925611738,11.051322305098855,11.16498109711199,9.960658824586066,-2.2303530825216766,-1.164893146134572,-0.4469912053573227,0.7965472055032641,2.1241810802412817,1.5732415031826312,-0.8805522174898112,1.0769924368695016,-0.9693791016984458,-0.34011063111081513,-0.6896180324369289,0.0701296758399198
9.0,6.530245796839849,8.875519628515502,12.390800533830125,11.100438521205087,11.565003209740322,11.069470966555658,-2.636931128919284,0.9947132538192422,-1.1589198237889269,-0.2343170395468161,2.688357926130891,1.7967515236217568,-1.4307939219183992,1.4089403607382402,-0.7323114359516786,0.29441965183685115,-0.5046233416153786,-0.977702045597972
9.5,6.5099768805906235,7.175177009759032,12.533483252958105,11.216460233498132,12.229461853790419,11.430489258553967,-2.840305680216649,0.9032146542280016,-1.6220627691631548,0.3849489378655366,2.0791263786952467,0.5193193038750722,-1.0511744970786396,1.0669081885195493,-0.8371124578937263,0.9640183946773137,-0.9764336657672644,-0.12372490083270192
10.0,5.857723313583747,7.595759663064162,11.23150268864418,12.457954582641639,12.76783511134618,11.312523042473304,-2.0096647589657444,2.4258097532275986,-1.3604873403147095,-0.5819864650364108,1.1929123244260955,-1.4067055102022057,-0.4697242855616696,0.7613172495237948,-0.7188098031816013,1.1872181982123786,-1.1150974953739592,-0.2878284101402236
10.5,6.91124211610838,7.661905512243522,12.068199489765275,10.7787354078465,12.318733422108721,10.092094674407326,-1.865284042735244,3.1250416989011263,-1.2416712944815735,0.4154013203744768,1.060032897814598,-1.4509028954834124,-1.1888576885897484,1.2344603973549153,-0.5987335898600441,1.1001487813397288,-1.4992554686637067,-0.8220042949362414
11.0,7.281972525372287,7.0730084098709405,10.675577270343636,10.608435544508886,11.468715626229727,10.996808138344418,-1.3627983524583565,3.8748551085837835,-0.3802278796255124,0.6839432984422231,1.6942067048968692,-0.8962683675582466,-1.0448374803257496,0.7506853124728425,0.331982373455989,-0.16874610973987253,-0.7901470343402642,-0.7995898726939971
11.5,7.522407667879692,6.788036135801346,10.896696159749249,10.946780234565383,11.315090559530034,12.632896282648005,-0.6019758669889349,3.471611131623116,1.3171787764198948,-0.38220325923128495,2.094181322171264,0.050923283344719295,-0.12952091951324576,0.3546083411396352,0.5412951010064567,-0.9770962241182922,-0.7451887383035101,-0.42759947200591575
12.0,6.3108572504972935,7.1597203816381825,10.285633623264953,10.483989781003006,10.878074713525127,12.170619095597608,-1.3139767608520685,3.5021619738417096,1.6190957819196867,-0.05631012451174078,1.7306231265550327,0.0194016679622242,0.1527418369963821,0.040657787152587284,0.25343330097781697,-0.015133576973538787,-0.6542916671757997,-0.6715149619033078
12.5,6.949319813450764,7.892085201761643,9.81963151915624,10.014008321257068,11.596980920728129,13.32668161089288,-1.5394314299245468,3.953388867243084,1.5782991627769674,0.7256254938554043,0.9228655798589178,0.2297571320661663,0.01868847889768117,0.3575677118992745,-0.2471390733261356,-0.2233337481091986,-1.254079600801648,-2.193063022184253
13.0,6.228226726997082,8.703859517274951,9.51983680254182,8.713450724657179,11.928600734663007,13.289094228600481,-1.7236351512375003,3.266708995927895,1.810800630565913,0.36406511700167576,0.7831812673902032,0.2426136277680987,-0.6512081673999663,0.0523383463170174,-0.3377820471620033,-1.1849918386347356,-0.3104747227123855,-1.9000454879927795
13.5,6.3381207135580535,8.215464511527028,9.075238543164863,8.086792161614653,11.01782785878341,12.745811276399325,-0.3713757362925185,0.7153586288123037,1.5507605427244848,1.0495463702313557,0.6266778023018262,1.5408657885677544,-0.6248909783832238,0.18475529737234286,0.5570507327794316,-1.6211037679794609,-0.1172163149757128,-2.2405395665403827
14.0,7.469365274498513,8.232097672181384,7.917301587815964,7.637127532445215,10.79665544040491,13.00052590099518,-0.7310422113612489,0.6004653820784823,2.32217280433471,1.0842997485125307,0.9998006200170702,1.1162780794062848,-1.4231704562803107,0.4520174075805623,-0.7322946833711421,-1.6295327026048638,0.08705471522934191,-1.683544603066978
14.5,6.622947332711941,8.78748811686684,7.0419672092185985,7.394446243921231,10.963588580627553,12.68239334869937,1.187635546376752,1.7809898595414926,2.3269239399663664,1.4846027746456305,0.3870899100127225,1.6583447283221469,-1.1199049969439034,0.10279418935216184,0.22011343793234087,-0.9065305505888857,0.6780809610440119,-0.4025277754776016
15.0,5.434472610073899,9.024144371336368,6.945646560852437,7.783234508579903,10.423275249264485,13.039780387867674,2.751155010998525,2.35962678104776,1.57771767322816,0.6653506935808001,-0.062129862812927324,2.4378845982976256,0.17449668967241716,0.10132230200559786,-0.6037688413954805,-0.15887165972284145,0.43527404008732,0.4358827083907727
15.5,5.814628198809607,8.204753692724669,6.376967425751975,8.853854926098883,10.218109193015158,13.026737299263177,2.6216697268223523,1.5333414976552775,1.6109126456397778,-0.28714427825643685,-0.41243060966851497,3.617966359649179,0.031416903103605336,-0.3518928638541949,-0.12494631306218774,-0.8597352135480086,-0.6903906417320501,0.7090761645750212
16.0,5.407074122596293,7.6049870753861715,6.678236931420541,8.347720190556235,8.544914631180095,14.098152078447434,1.3684812659540948,1.6200477819068124,1.1809020270718502,-0.5182787853467989,-0.3710134255585158,2.787086594049363,-0.7271893539513228,0.9048035452878148,-0.6565862013232726,-0.7300410583157974,-0.6252606846244064,0.37967815735891375
16.5,4.704743255263475,7.242153530892392,7.489742877289075,7.9904891035720444,7.486100106613303,13.862732741078368,0.7549696547499104,0.6137806963275649,0.5969330900057452,0.0630580165213599,-0.06518841901314776,2.1023618558252046,-0.3253317210664483,0.7796635630438744,-0.545908424432706,-0.19634126415374967,-0.5458507387454372,0.0007880442398718325
17.0,6.136099247444202,6.260506760002955,8.435959623929074,8.144690987872004,7.857466372001947,13.48510756447789,0.3135083511691257,-0.21517943026763564,0.4348136826898337,-0.3390169655796621,-0.3572262546334932,1.5673488469916568,-0.6240562532564418,-0.10571249739793886,-0.4602147639498317,-0.04357958853623607,-0.2839501256254796,-1.2834392664406442
17.5,6.115173229699381,6.781996828186013,9.222602789333273,6.342711989256013,8.360461141504915,12.2321854496061,-0.3036507894642241,-0.8191803330276353,0.18607586719160613,-0.37551029082737375,0.06796008031137607,2.8234206841398173,0.2920833050424799,0.21764163433352526,2.045031722134754,0.8876683669166512,-0.2440123134830736,0.6362944580126282
18.0,5.78174220946047,7.236446309279237,8.953874300781223,6.026154408392854,8.180043955433145,9.56523550719606,-2.141854319939719,-2.2146276188677265,-1.4328270411527335,-0.5473677984343616,0.8313700839944829,3.2930965495378337,0.8431900562624793,1.118482156788103,1.1242345429758944,0.7779011572592318,0.0153489068971131,1.1051901364230419
18.5,6.405564275916643,6.7691219769924285,9.274555016882863,4.816698094977067,9.513454884436896,9.652819515579335,-1.459905608948795,-2.293623277668865,-0.9170550293966024,-0.9659382214755812,-0.1518545259220242,2.4382676570972945,-0.5045770021137881,0.2565659868038297,0.7964263707171568,0.15796393348195392,-0.30453841237872914,1.344384224155533
19.0,6.290722381134692,6.450813803507472,8.111416953265145,4.8534732766075965,10.013943428116203,9.807486367381491,-3.5049820632097584,-1.4178416697429834,0.20923074056537166,-0.4293538586966706,0.4993956411107492,1.9859040996649808,0.006574151612441681,0.21574682968144576,1.1991673513579602,0.39659726164429,0.3812909078306762,0.9930090531956384
19.5,5.4252220369508874,5.916997320729017,7.934882193999939,5.102952244596295,9.996007858461534,9.874759024446194,-1.9878153757024828,-0.969428510293949,-0.9839324606257336,-0.08572305147799386,0.7818611421854513,0.4353211788097088,-1.4531006567011306,0.27265057593637165,1.4153903645607455,1.1942797288548788,0.423761119684396,-0.2024669303108884
20.0,3.430423144409238,5.972988609837617,8.366883051142413,5.26721485598296,9.401499048645915,10.433503165479882,-2.4020179298905333,-2.098428436145582,-0.28247290460538144,1.5237296546525454,0.8786285963309902,0.6909205572366882,-1.8859742239483002,0.0667328421177118,0.3697545768316402,1.4827592651345674,0.5066008182344365,-0.486422837343945
20.5,4.4720487152725585,6.829361052391744,8.142707025581124,6.795725531206213,7.875787525258563,10.524131905838082,-3.986439518148983,-0.35454873125782504,0.19611535893199766,0.7007160451635535,0.015952709156058953,0.04669387281885051,-0.8761921055549309,0.314391322596122,-0.07860021219512088,1.5661267511138075,0.18536806431131087,0.04336647454420292
21.0,3.966464651807523,8.960416202864588,7.20029009438986,6.541996692873127,8.478653056362834,10.077946997758255,-2.8601859612378577,0.5436386318800568,1.1525776738760394,-0.26540766417284245,-0.2341720503859241,0.13659118940748616,-2.1476971915393883,0.6309678810670175,0.8003210849093997,1.5180811869968296,0.443801668724137,0.5126772372427966
21.5,2.8459750871360283,9.435196436331994,6.743246583763606,6.774813155943471,7.880913942492285,10.241117580975146,-2.0472600378738504,-0.38350985033622265,0.3902747031351639,-0.12497404479042715,0.4550003537612952,0.3232626791625765,-0.5437095927644009,0.2776105692269891,0.394398690745246,1.6965398412196766,-0.11517851024450808,1.49448300107412
22.0,2.2616334468729082,8.993952238872753,7.2627441276191504,7.011871974060407,9.216940888433648,10.63807435278082,-3.3667473439751863,-0.3623885916484221,0.3240781568779896,0.3277200201146363,0.2710375514660933,0.5093328913706571,0.0931367173902139,-0.7735574306088747,0.3890254988351729,0.9435874055885406,-0.06773663327984736,2.244696109301464
22.5,3.95896257099042,11.099291976520114,7.379978666242177,7.513270474160433,8.900954864807094,10.706093427512439,-2.9780177066227456,-1.5015419489968722,1.021877309835362,0.5313906897161874,1.0318100794212828,-0.02325128152540224,-0.20556495643919,0.010656418666884604,0.4852307858589552,0.502259732897341,0.030859152689102807,1.681470412641454
23.0,4.657348471847133,10.68431671286099,7.2968129273228195,8.022795317528931,9.069615514446024,11.03395813075877,-1.8342983714851933,0.39944999326883374,-0.6766976876585238,0.0003633959774598239,0.07648448009678133,1.1697089187034235,0.2487122927013157,0.2716354820345761,-0.5922796210613133,0.05622516798284567,-0.24861982175401875,1.4365955614423287
23.5,6.356764784268434,8.54483262616017,7.903183017587799,7.923644530503001,8.929790011490812,11.4965018670141,-1.352323266427682,0.731981450374991,-1.5730154747413592,0.13745928856051104,1.0189027293894566,1.1233253776267171,-0.6480454737686625,1.2448801265471092,0.4963981268393177,0.2625706415072911,-0.5782296745710132,1.6766753266594852
24.0,7.6089173919709,8.81634418012982,8.788242798209767,8.335901045606699,8.362624615606624,11.043818171410177,-1.332027579483507,-0.2385503051429825,0.4328569250756958,-0.7187641247839287,0.5829069369362068,0.3864137772651329,-0.6751927193287147,1.8351775082883663,0.35117334854319643,0.3925579850984232,-0.17851130980076035,0.8835169389267945
24.5,7.703426438422968,8.342257656569293,9.619746658233467,8.883061211134613,8.566538572683402,11.68117313315964,-2.3668911493741502,0.8583490119099603,0.14696189298511395,-0.5094750256762604,0.8115314017567158,0.9382144332538962,-0.4562015188542126,2.048437585959544,0.009365831095228871,0.18605118872982165,-0.4418802771430317,-0.15822222823742493
25.0,6.563727927388557,9.395181847925198,11.175106197577822,8.819343089621757,9.085976327382152,11.328735690514181,-3.5946250350564646,1.2434163706603107,-2.021775080727589,-0.6963364545357147,1.280435240724331,1.1430689148596085,-0.9539182217845984,1.2066865786878314,-0.5438081126498175,-0.21500437561655505,-1.669228853277647,-0.2480689868277785
25.5,7.646777590382262,9.688230534538855,11.078970584465067,8.985207288965269,7.8758249998101935,9.646747756652116,-1.9626478393539881,2.0529982479373063,-1.7194323946011665,0.35511765639685744,3.0493293382029667,0.1442415311253631,0.3043653355903517,1.4161597948700628,1.1440375907193798,0.6664442877604039,-2.0398784283089935,0.10933320152902913
26.0,6.475633551110582,8.525760517178767,11.415052456935356,9.135032213044008,7.492828533607994,8.829101636168494,0.6790730808534098,1.8986635671853564,-0.11424565323570413,0.7115662211753966,2.8966345571482814,0.22338719934841714,-0.5995934074919015,0.9849237429131592,1.5742544832093492,1.5304566050438688,-1.2618933001459385,-0.9365053325696746
26.5,6.330552674707048,9.138555813157692,10.358888876136504,9.366784034186367,8.93139893144124,9.831009195811344,-0.6851502866230624,1.8402873660634584,0.8037883773956345,1.6110922829827132,2.414395994705669,0.4626275256082813,0.34530945069610963,1.4950336130671045,1.8518585551658897,1.1834699712751613,-0.9630971729325054,-0.3885109767210232
27.0,6.01822771285741,9.876152035517489,8.547635518974946,9.585995390392345,9.707173980376304,9.59339453131338,-1.450568619069471,0.7494534014720866,0.8811850361970954,1.6507339416205156,1.1098587243277618,0.7434543444432131,-1.284377734768607,-0.25288442923366783,2.001204448296736,1.6409176120575633,-0.4462072242779176,-0.13188276651037978
27.5,5.3425088089292245,9.040186892771363,8.777392601831227,10.19242655400688,10.20719759597855,9.072474064517897,-0.29178644810514165,-0.9296613763304908,-0.1786935285402762,1.2607975008135264,1.5352064517747008,1.4118114060366682,0.24419694452230745,-0.11503780914078306,1.3666865910543302,1.0874863849753549,-0.4666423946323506,0.3279030658845006
28.0,5.9936384751597,8.161862069844867,9.108154847105576,10.41013166304529,10.334147296766492,8.487661078714988,-0.3680056633338341,-0.9472908252116814,0.07588123512245004,-0.10916713328777662,2.47446692167306,1.2376394463149882,-0.1488573518975172,0.5512805249946953,1.3404364403222098,1.7277625933822889,-0.8567813829081397,0.6252124194457069
28.5,6.952680870885375,7.282962835581353,9.339775639611084,11.333895100729082,12.246869612636786,8.537898585362626,-0.5274780910338361,-1.0122744933022827,1.1532487184257292,-2.2464289358747145,1.1211548744919142,0.9641244214169332,-0.1823834844881272,-0.3573298819561097,0.7101689173994179,0.9041849446790866,-0.7430156781734208,-0.27336883803269274
29.0,6.057541199349848,7.79390213470886,9.205029707492537,10.739496851734389,12.116945493782787,9.560500544443821,-0.2640223875696227,-0.5359759857714264,0.9849842384011668,-1.1544615189209575,0.1985100946127276,0.8128732629012483,-1.7743916612704231,-0.479263644763617,-0.3421079140975525,0.3717994593360958,-0.7955667821127335,-0.3858827436519129
29.5,6.918768900731019,6.7031756901060415,8.49663595168422,10.741809056710393,11.390986115403855,10.50303890845691,-1.275535741864425,-1.8613209739478649,1.839930274648433,-0.9536425267088724,0.3043806669547646,0.4608907435744482,-1.077099729524883,0.3719014348705755,-1.5345385724396132,0.34890111762229337,-0.4904613733081454,-0.4213818838555718
30.0,7.665301469739307,6.5184932200129095,9.236702264986636,9.937566943377883,12.540185747799068,11.881226037454365,-0.6210824733551361,-0.5703702973067073,1.717702962760998,-0.6269991569606324,0.14495032172503305,0.9910303004140956,-0.6544097961204016,0.04686173722915521,-0.017589453029548285,0.4579712514137268,-1.1193094985917655,0.19385568919939064
30.5,7.403544900226881,7.847720119965889,8.724699587911228,11.163528674963846,11.736999474696018,11.761068512782536,0.33734769077115506,0.2418274788898619,2.8147261722283403,0.06536121911052173,1.3208958324449327,-0.003355909029324589,-1.0962842672026458,0.12033013762063875,0.9367063978973869,-0.7874976056288994,0.35870838888549106,-0.3321314098197532
31.0,8.06259185231541,8.356296973672652,7.92083907684704,10.973862224432137,11.573054107459473,11.255266485986327,0.533500764012401,1.0889613789156982,2.290414239550137,0.6139337733801213,2.716048959889429,0.2635672039758081,-0.6728162955363457,0.3778450241506971,1.4329654640443754,0.2585652888483028,-0.1213558879453594,-1.1492844962694542
31.5,5.383103626247285,7.478129454846537,8.960847460241688,10.115692334758082,10.52561717840959,11.712993014415874,0.35630539819999885,2.040316568230203,1.8790977403061069,0.7520263444195643,2.0141109097007903,1.5123516879308043,-0.033647755916862615,-0.3689155970574347,0.5184119498061228,-0.7224258676486799,-0.755697343508213,-1.979158671339364
32.0,3.264302086489458,6.917031129633387,8.801467384849213,10.794445673680825,9.643591690573196,12.07190305450572,-0.4076651687502815,1.5766565283426668,1.718585189431495,0.18221498518604928,0.5440091985885993,0.3484529553353759,-0.019528455678164747,-0.08859457160631834,0.6765567948671853,0.9193584329811098,-0.8649711739278335,-0.581484462742287
32.5,5.3098308645686405,7.365037286943673,9.902347360506027,11.453988314529731,10.875081445318491,11.72216835720231,-0.9145647001656826,-0.4503598889769235,2.006512827598558,-0.2269809619712449,0.8494426879617711,0.5284353714088104,-0.005197386058926917,0.6038851502525089,1.181890039305562,1.6412658039979855,-0.4316975333171477,-1.1352541403255767
33.0,6.68156467301021,6.852998000565767,10.371951085701976,12.623171752313194,10.389480004443062,13.79216784269487,0.3786952624089582,0.6501780428749624,1.6080294339816192,0.09703008783997114,-0.5376772086399401,1.635398686595594,0.7475123184101858,0.3422499034635066,0.5633886927324816,1.3697739441468686,-1.1968697676532016,-0.8791322069063828
33.5,6.382969479411153,5.517594133995451,10.977383482821212,11.80329688057518,10.198408123683613,13.835011662799127,0.2039746508863632,1.6031281634189285,0.7652343792400942,-0.26993953680719385,-0.27226202363384344,1.5562799265064082,1.1027811094913569,-0.4368679249180675,-0.4394226675478325,0.19036248426374214,-1.8546862808485245,-0.026488093375782455
34.0,5.347947183000701,4.3856660431426855,9.989974590692537,11.938538326281796,10.692237034087547,12.877419927397945,0.003434159804595493,0.5145391912725562,0.003862982065128529,1.0174998334724792,-0.7577707047801302,0.2321535681136312,0.016240532811099384,0.09916633989316256,0.11554515482588812,0.3050034604246017,-0.9442482685214302,0.1018096468985636
34.5,4.4380319960651216,4.5741975188324036,8.43672468908442,11.842713797791605,10.180619904069099,13.510459521911798,-0.6725515917739935,0.7382417103820899,0.9274521521496892,1.6338476718797297,-0.5999779087468589,0.8283150674942128,1.3085524478357269,0.4852651356854447,-0.7268737406342592,1.0983242277767509,-0.9444283851142656,0.5461687398152659
35.0,4.589057170873644,4.27030772805525,9.444901121250695,12.399458013911435,12.03795395193878,12.710623213757858,-0.6856417128328772,-0.6230707352290477,0.4004514278179029,1.195405020127862,-0.4473695780102273,1.7328474794218631,2.8511351375824976,-0.14053798036618148,-0.6808520881833671,0.5619832233268593,-0.5846629500314138,0.8672316193318975
35.5,3.3252672397965064,5.626610025854554,10.116321598515825,11.607154645031676,12.348461560982544,12.645387189829489,-1.3648687195492206,0.7139911132809547,1.5695767153845308,1.6205184430806294,-0.29089087661980906,1.4395652760693518,1.6328427601420554,-0.19591778904206866,0.2950741730919382,-0.2834393664981808,0.3630472008601152,1.0578123259909622
36.0,4.642547008736179,5.825061200521697,9.655906941075063,11.813534137797902,10.250167090391503,12.735377153223956,0.4076417133923543,-0.8201745354265875,1.9006703640784528,1.739984263594984,-0.4579933989749409,1.2679584360620382,1.6816298726189294,0.4328986438735859,0.10465521370604834,0.6592338621421192,0.005247962643036785,0.8298818991173472
36.5,5.48201313944263,6.780857887279364,8.835006400534557,12.673027303629675,9.786130700462047,13.628089921871641,-0.5464281683638088,-0.9868769731844692,1.5010506894238145,1.4857877965656592,-1.2474828604407122,0.6392622957754257,1.1900474297479189,-1.2173506360949735,0.4264511099146837,0.4097942733197827,-0.2139443285590508,0.615402316745101
37.0,6.4009452457298295,6.996946655009795,9.75045173977358,12.457908813177724,11.067785069368796,12.979518483673713,1.6460599104240359,-0.9555815978912964,0.7528971189715654,1.4026982456996546,-0.015177256317581768,1.0279503498100104,0.0716293952588895,-0.3219618804007308,1.4643110324650863,0.9679151139001282,0.6005441773782855,0.6630070501881761
37.5,6.879929638102063,6.878408002776895,8.947680086835854,11.129174432739047,10.641155055821411,11.618765562096591,1.2746968325199697,0.05532111579413346,1.0177907425809465,1.6966344733418748,-0.0035642401428378494,1.5213565045237432,0.18988039916677613,-1.7448744470467945,0.5126513531241442,0.9664723978257824,-0.4230308055067761,0.11080737052192148
38.0,6.359605585643139,6.839738220821773,9.38564571937648,10.336021853698263,11.597672074127063,11.528393262312967,0.7265568994395825,0.5429964164295893,0.27559695351938696,0.6403299955373633,-0.8031198441340379,0.5657904691458762,0.3177836136324585,-2.0719959972026807,0.7315931779419603,-0.07379485530951757,-0.9978082855371658,0.8212206160020349
38.5,4.773739838548315,6.462512530514207,8.74213224060359,9.132591755480396,12.336166613272017,11.746090412284165,-0.3583904849252051,-0.0967329336432836,-1.1005205551852777,-0.04948839996770113,0.45099212778288106,0.52335682160548,-0.6838329243684189,-1.6738344492487436,0.8309564672068828,0.6948881843901865,-0.15786824981792769,0.6496831398936506
39.0,4.398425316058937,6.725830103462818,7.876541458733483,9.168432992746991,11.63392529448416,12.043347603036844,0.787489446518512,1.14836967378848,-0.09527745911361074,-0.5900657654908947,-0.025547435404856458,1.5449608094395535,-1.0050441265601142,-1.8220090489178804,-0.11092422335533504,1.396045760350482,1.1794699280501868,-0.6334867402458761
39.5,3.929432090000278,6.828560909033582,8.359749093107338,9.835557316909485,10.445010272740573,11.571828513189445,0.3668939739060505,0.4989228927010895,-0.12365365323757227,-0.25779769968921484,-1.2991310716586502,1.472433184352009,-1.3151486481188108,0.4507780708951147,0.3996186400658899,1.2742023991849727,1.0210214402375677,0.15945169908015655
40.0,5.041936865147617,6.777734302960361,9.385577242712644,10.628341899123663,9.849950153796492,12.633144249077086,-0.3071383871900974,1.0459711894580668,-1.3649634474285637,-0.11781579630784787,-0.9397134318051696,0.9125987593369824,0.5356353917773888,-0.3204790335786957,0.5253856894065092,-0.08883830585542013,0.8132293240565405,-0.4647797258860372
